Determinante,Subdeterminante,Nome do indicador,Fonte,Unidade de medida,Período,Mafra,Bela Vista do Toldo,Canoinhas,Irineópolis,Itaiópolis,Major Vieira,Monte Castelo,Papanduva,Porto União, Três Barras,São Paulo,Rio de Janeiro,Brasília,Salvador,Fortaleza,Belo Horizonte,Manaus,Curitiba,Recife,Goiânia,Belém,Porto Alegre,Guarulhos,Campinas,São Luís,São Gonçalo,Maceió,Duque de Caxias,Campo Grande,Natal,Teresina,São Bernardo do Campo,João Pessoa,Nova Iguaçu,São José dos Campos,Santo André,Ribeirão Preto,Jaboatão dos Guararapes,Uberlândia,Osasco,Sorocaba,Contagem,Aracaju,Feira de Santana,Cuiabá,Joinville,Aparecida de Goiânia,Londrina,Juiz de Fora,Porto Velho,Ananindeua,Serra,Caxias do Sul,Macapá,Niterói,Florianópolis,Belford Roxo,Campos dos Goytacazes,Vila Velha,Mauá,São João de Meriti,São José do Rio Preto,Mogi das Cruzes,Betim,Boa Vista,Maringá,Santos,Diadema,Jundiaí,Rio Branco,Montes Claros,Campina Grande,Piracicaba,Carapicuíba,Anápolis,Olinda,Cariacica,Bauru,Itaquaquecetuba,São Vicente,Vitória,Caruaru,Caucaia,Blumenau,Petrolina,Ponta Grossa,Franca,Canoas,Pelotas,Vitória da Conquista,Ribeirão das Neves,Uberaba,Paulista,Praia Grande,Cascavel,São José dos Pinhais,Guarujá,Taubaté,Palmas,Limeira,Camaçari,Santarém,Petrópolis,Mossoró,Suzano,Taboão da Serra,Várzea Grande,Sumaré,Marabá,Gravataí,Santa Maria
Acesso a Capital,Índice de Acesso a Capital,,,,,0,0,0,0,0,0,"0,00",0,0,0,"12,0227","7,3875","6,6214","6,06","5,9801","8,8917","5,5778","9,2637","6,3551","6,3581","5,9576","8,7167","5,6315","6,5048","5,7323","5,4159","5,8255","5,4629","5,9114","5,8341","5,8151","6,0456","5,8899","5,4591","5,7776","5,8929","6,4667","5,3719","5,9738","10,2779","5,8543","5,6349","6,1362","5,6448","6,2686","5,8789","5,3887","6,2469","5,8662","5,7087","5,4412","5,4162","5,8783","5,5822","6,0593","7,1397","5,3064","5,5422","5,627","5,5184","5,4143","6,2421","5,7156","5,5459","5,6413","6,0966","6,4253","5,6543","6,0517","5,6895","5,6655","5,687","6,2313","5,3727","5,6864","5,4362","5,448","5,9408","5,3761","5,5749","7,3203","5,5892","5,3469","6,1468","5,5573","5,7455","5,9131","5,6225","5,8113","5,6479","5,3087","5,741","5,3826","5,5925","5,964","5,5563","5,56","5,695","5,9729","5,768","5,4795","5,5112","5,7047","5,6358","5,5423","5,5346","5,5039","5,5107","5,4541","5,458","5,9075"
Ambiente Regulatório,Índice de Ambiente Regulatório,,,,,0,0,0,0,0,0,"0,00",0,0,0,"7,6018","8,2967","6,1189","6,1878","6,5591","5,6218","6,4215","6,6335","4,9921","8,5059","3,9181","5,3081","5,07","5,6424","5,9357","7,3923","5,1999","5,7299","4,8865","4,464","5,3062","6,2602","5,3441","6,8215","6,4049","6,4271","6,1211","6,1571","6,3738","6,238","5,2534","6,885","6,3882","5,9461","5,2854","8,4226","7,63","7,2034","4,5591","5,7143","5,1985","6,4738","5,7078","7,5103","7,6142","7,8577","5,992","6,2173","5,7754","6,3013","4,769","6,0512","6,6801","6,3957","6,6533","6,8525","5,9013","5,8266","6,1424","4,7901","5,0583","4,4185","5,9701","2,8338","7,2091","5,0775","6,5073","6,0381","4,4537","4,3126","6,0352","5,0321","5,8714","7,1388","5,0684","6,4117","6,085","5,4885","5,1984","5,1704","5,2907","6,2468","6,0983","7,5669","7,3298","7,4237","6,3177","4,9277","4,7657","5,7346","5,3659","7,1435","6,3084","4,9819","6,3352","5,2225","5,5721","5,2258","6,9014","6,2038","5,7212"
Capital Humano,Índice de Capital Humano,,,,,0,0,0,0,0,0,"0,00",0,0,0,"6,0466","6,2624","6,294","5,8263","4,9353","7,1225","4,5521","6,5728","7,1281","5,9979","5,7248","7,4233","5,3361","7,1241","5,9626","4,5227","5,4806","4,9125","6,1788","6,6148","7,1643","6,9743","6,5089","5,7503","7,08","7,1435","6,5625","3,9831","6,6168","6,1437","6,7769","5,381","5,7856","6,0733","6,471","7,088","4,4692","6,2763","6,8704","5,0546","4,8647","5,5713","6,0068","5,3745","7,2162","9,1114","3,348","6,2014","7,3488","5,2821","4,9076","7,0683","6,7057","5,0122","5,5278","6,2731","6,9403","5,6117","7,0873","5,4431","6,4287","6,2653","6,7151","5,1918","5,2937","5,4983","5,5003","7,3553","4,867","5,1123","8,0447","6,1864","3,0403","5,961","6,0296","6,3706","6,9812","5,3622","6,7742","6,0658","4,1719","6,0553","4,7913","6,9056","6,4981","5,2903","5,4974","6,677","6,4237","7,2932","5,0224","6,0291","5,5463","6,4222","6,3043","5,8246","5,2322","4,2047","4,7958","5,2265","7,6502"
Cultura,Índice de Cultura,,,,,0,0,0,0,0,0,"0,00",0,0,0,"6,2031","6,2145","7,9831","6,2227","6,4489","5,7754","7,0422","6,4453","6,1426","6,7504","7,0678","6,3021","3,4127","5,7184","7,1562","5,8215","7,4116","6,0037","6,4263","7,0284","6,9724","6,0682","6,8166","6,0939","6,1141","6,1647","5,9773","6,0098","5,5336","5,5907","6,0027","5,8062","7,1569","6,1545","6,7456","6,2823","6,5155","6,072","5,6087","7,1808","7,3204","6,6414","6,441","8,5471","6,2864","6,6076","5,6881","3,4127","7,1179","4,8022","5,839","3,4127","5,8744","5,5187","8,657","6,3936","5,5894","6,0946","6,484","7,4011","5,5013","6,6539","5,9092","3,4127","6,1064","5,7237","3,4127","5,2071","4,8815","4,8799","3,4127","6,2025","5,3388","6,3482","6,3845","5,6075","5,8369","5,9618","5,751","5,3657","5,101","4,9067","5,8435","5,6454","5,981","5,7936","5,1884","5,7165","8,2751","5,1297","5,6995","6,8181","5,939","6,6374","5,4728","4,4024","5,942","4,7476","6,3789","5,8939","6,0162"
Infraestrutura,Índice de Infraestrutura,,,,,0,0,0,0,0,0,"0,00",0,0,0,"10,0455","5,7321","7,874","6,6984","6,3608","6,0737","4,7164","7,0596","6,7781","6,4847","4,7206","7,5073","7,5551","7,3568","5,5345","5,5238","5,0405","6,2575","5,5139","6,3701","5,2463","7,3198","5,4733","5,6989","6,3554","6,7339","6,1607","5,7918","6,4167","6,2037","7,2713","4,9956","4,6083","4,9348","5,461","6,2846","5,0225","6,2863","6,5874","5,5707","4,4984","5,7207","5,7694","5,2102","7,1631","7,1259","6,0594","4,9857","6,0438","5,9025","5,6027","5,7729","7,2062","5,4966","4,9041","6,5525","7,7693","5,8805","6,2563","5,1034","5,3424","5,304","7,5069","6,0408","5,3169","5,8979","5,3361","5,9218","7,3077","5,6054","5,1602","4,5253","4,6904","6,814","4,3679","7,8172","6,0247","6,4439","6,1925","4,4432","4,9429","5,6866","5,644","5,7866","6,3812","6,2563","7,5768","6,1382","4,9324","7,9806","4,76","3,8909","6,3099","5,8237","7,2268","6,3448","5,7785","5,9212","4,0955","5,8543","5,9603"
Inovação,Índice de Inovação,,,,,0,0,0,0,0,0,"0,00",0,0,0,"7,9337","7,2981","6,37","6,0601","6,3537","7,2762","6,3805","7,5808","7,0721","5,9666","6,281","7,377","6,0908","7,9925","5,8481","4,6969","5,675","5,5115","5,7262","6,0021","5,2639","6,6303","6,2949","4,8772","7,7115","6,5525","6,686","4,7431","6,6025","6,4425","7,0346","5,4491","5,5428","5,2672","6,0837","7,8452","5,53","6,6163","6,0003","6,2624","4,8247","5,6244","7,8682","4,8815","6,0804","8,3345","4,54","5,3974","5,5347","5,945","4,6324","7,0597","5,7143","5,8113","4,8794","6,9524","5,0225","7,0492","6,4425","4,6618","5,059","7,9927","6,7833","5,5405","5,3617","5,4306","4,838","6,7736","5,6407","4,5178","7,3662","4,958","5,0532","7,7946","4,7452","5,6142","5,8984","6,4273","6,4367","4,8024","4,3936","5,8851","4,7637","4,0342","6,5308","6,8644","5,7814","5,825","5,6292","8,0566","6,0192","4,4371","5,2236","5,4744","5,2847","6,0288","5,1628","5,5199","4,8204","5,7331","7,3129"
Mercado,Índice de Mercado,,,,,0,0,0,0,0,0,"0,00",0,0,0,"7,1474","6,5954","8,4244","5,3525","5,1017","6,2535","6,7672","6,9375","5,437","5,5379","6,3026","6,6523","6,5486","6,6357","5,8703","5,1799","4,4514","6,2205","6,3095","5,9458","5,364","7,7803","5,1914","4,9225","6,644","6,8685","6,0343","4,559","4,2206","7,8182","7,038","5,8789","5,6039","4,4271","5,6298","7,7542","5,098","5,5583","5,9845","6,0831","5,1006","6,7421","7,2314","5,432","9,4186","6,8691","5,136","7,0544","5,5803","6,2746","4,8156","5,8074","6,0859","6,5773","7,7487","5,6858","6,5929","6,8811","8,6009","4,9462","4,9491","4,6699","7,1748","4,9398","5,384","5,3895","5,3735","6,4271","5,5581","5,6926","6,7145","4,2795","5,4348","6,8625","5,1424","6,3494","5,3495","6,0514","5,1334","3,9625","5,2272","5,6","5,5356","5,0439","5,0774","6,3849","5,6046","6,9628","6,4352","6,9757","7,4251","4,6719","5,5646","4,5128","6,5523","5,9186","5,556","6,4237","6,9986","6,3418","5,6381"
Cultura,Iniciativa,Pesquisas por Empreendedora,Google Trends,Pontos ponderados por período e local,2022,0,0,0,0,0,0,"0,00",0,0,0,"18,24",27,67,"58,32",79,"32,76",89,56,"47,45","48,97",69,"38,48",0,"16,53",92,"27,9","67,89","30,15",64,"57,96",85,"18,81",65,"23,85","23,37","18,81","17,1","54,02","32,76","17,67","17,67","30,68",85,81,68,"46,8",59,"45,36","32,24",82,75,"42,34",52,93,"32,4",60,0,0,58,"12,54",0,0,"17,1","29,64",82,"45,92","15,96","16,53",57,0,0,"61,1","15,96",0,"38,35",0,0,0,"18,24",0,0,"68,62",0,"52,2",73,0,"15,39",0,0,0,0,0,0,"12,54","36,96",0,"17,67",0,100,0,0,0,0,63,0,0,0,0,0,0,"28,08"
Cultura,Iniciativa,Pesquisas por Empreendedorismo,Google Trends,Pontos ponderados por período e local,2022,64,0,59,0,0,0,"0,00",54,68,0,"29,28","31,36","50,16","23,75","23,76","28,14","39,2","37,4","29,4","37,7","56,98","32,49",0,0,"63,18","33,04","62,25","32,48","21,12","51,46","46,41","30,5","52,65","35,84","32,94","29,89","26,23","34,3","29,48","29,89","28,67","30,15","36,26","25,65","36,96","31,86","41,6","41,25","30,82","72,09","66,99","44,46","35,34",100,"38,64","34,22","34,72",0,"47,88","31,11","33,6",0,"41,48","32,83",67,"45,65","30,5","28,06","28,06",65,"36,18",65,"25,62",0,"40,3","35,28",0,0,"28,67","31,11",0,"34,3","26,64","34,81","41,16","42,9",0,"38,76","31,35","20,9","46,23","30,82","42,14","26,23","46,75","40,15","28,06","34,77","78,85","27,45","29,45","71,61","27,44",62,"33,55",0,"36,96",0,"60,06","33,06","38,76"
Cultura,Iniciativa,Pesquisas por MEI,Google Trends,Pontos ponderados por período e local,2022,0,0,0,0,0,0,"0,00",0,0,0,"68,4",63,80,"64,5","61,5","50,73","62,37","62,32","63,7","77,19","65,86",60,0,"69,35","51,84",62,71,62,"73,04","60,83",54,"69,35",72,66,"68,4","65,55","66,5",70,"43,61","60,8","69,35","59,63",69,54,"61,32","77,22","80,51","53,3","48,06","44,85",74,"73,15",74,"45,08",66,"82,17",60,0,"75,05",0,68,0,"69,35","49,84",55,"62,32","56,05",57,"65,55",43,"43,61","64,8","63,65",0,"63,08","65,8",0,"71,25","54,15","67,45",0,"60,9","55,5","71,28",56,"47,56","70,3",69,60,48,"42,72",0,"64,4","75,05",41,"63,14","56,05","71,25",76,"66,5","56,25","63,64",71,"47,74","60,8",0,"56,28","60,8","59,2",62,57
Cultura,Iniciativa,Índice de Iniciativa,,,,0,0,0,0,0,0,"0,00",0,0,0,"5,9222","5,9808","7,3594","6,283","6,5151","5,7247","7,0395","6,5234","6,2427","6,7484","7,2451","6,1074","3,5077","5,2308","7,4196","6,0117","7,463","6,0307","6,4856","6,8496","6,972","5,9793","7,2177","6,1051","6,0816","5,8836","5,7935","6,5869","5,6036","5,7654","5,92","5,9328","7,0552","6,4274","6,6635","6,5809","7,0548","6,268","5,723","7,3357","7,7405","6,7255","6,6681","8,1534","6,2933","6,9315","5,6085","3,5077","7,0709","4,4176","5,7537","3,5077","6,2126","5,771","7,4338","6,5726","5,6535","5,6247","6,3877","5,955","5,2916","7,2975","5,7018","3,5077","6,3549","5,746","3,5077","5,0347","5,6025","5,6835","3,5077","6,601","5,3224","6,6002","6,7197","5,5339","5,2348","5,8963","5,5294","5,027","5,5084","4,2311","5,877","5,9114","6,0132","5,8033","5,6207","5,8508","8,4198","5,5772","5,4045","6,5525","5,6734","6,8886","5,5982","3,5077","5,5814","4,8107","6,1862","5,6124","6,0413"
Inovação,Inputs, Média de Investimentos do BNDES e FINEP, BNDES e FINEP, Valor investido/empresa,2021,     71717.66,     284285.71,     901106.57,     38111.81,     173275.86,     44050.00,"571.000,00",     2280439.37,    446680.11,     938757.90,"R$ 32.640,93","R$ 4.145,11","R$ 4.353,48","R$ 32,06","R$ 195,39","R$ 5.159,22","R$ 1.335,45","R$ 341,67","R$ 3.086,42","R$ 68,24","R$ 28,71","R$ 2.923,89","R$ 1.069,17","R$ 2.322,42","R$ 6,99","R$ 0,00","R$ 0,00","R$ 2.183,83","R$ 17,01","R$ 5.295,54","R$ 12,40","R$ 1.357,36","R$ 29,30","R$ 0,00","R$ 2.069,00","R$ 0,00","R$ 681,43","R$ 0,00","R$ 113,52","R$ 15.360,11","R$ 7.145,39","R$ 0,00","R$ 10,01","R$ 0,00","R$ 11.507,53","R$ 15.689,96","R$ 0,00","R$ 230,10","R$ 0,00","R$ 0,00","R$ 0,00","R$ 202,19","R$ 2.126,96","R$ 255,36","R$ 9,35","R$ 6.123,27","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 143,57","R$ 0,00","R$ 0,00","R$ 0,00","R$ 108,11","R$ 0,00","R$ 282,60","R$ 281,55","R$ 0,00","R$ 0,00","R$ 2.338,49","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 26.168,26","R$ 0,00","R$ 0,00","R$ 220,84","R$ 0,00","R$ 0,00","R$ 22.166,70","R$ 32,54","R$ 0,00","R$ 0,00","R$ 0,00","R$ 53,50","R$ 0,00","R$ 0,00","R$ 3.485,46","R$ 0,00","R$ 0,00","R$ 0,00","R$ 25.380,71","R$ 74.019,21","R$ 0,00","R$ 205,25","R$ 6.860,51","R$ 0,00","R$ 0,00","R$ 0,00","R$ 9,51","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 19,87"
Inovação,Inputs,Proporção de Mestres e Doutores em C&T,CAPES e RAIS,Titulados/mil empresas,2020,0,0,0,0,0,0,"0,00",0,0,0,"5,46","17,62","10,24","8,81","15,08","15,02","16,12","19,99","34,89","10,1","41,39","23,5",0,"34,13","13,76",0,"14,03","5,72","11,43","26,22","18,19","4,61","22,34",0,"29,53","12,31","10,68",0,"18,93",0,"10,92",0,"2,38","8,09","12,53","7,65",0,"16,08","13,18",5,"7,51","1,75","4,24","7,29","27,56","43,5",0,"23,28","4,47",0,0,"5,45","5,21",0,"10,78","27,23","1,37","8,73",0,"7,95","5,2","54,72","24,41",0,"6,46",0,0,"14,53",0,0,"24,37","4,71",0,"4,9","7,74","17,58","1,7","5,92","20,78","9,36",0,"6,64",0,0,"6,77",0,0,"4,8","15,85","2,51",0,"11,13",0,"33,19",0,0,0,0,"4,92",0,"71,03"
Inovação,Inputs,Contratos de Concessão,INPI,Contratos/mil empresas,2018 + 2019,0.13,0,0,0,0,0,"0,00",0,0,2.17,"279,23","213,17","162,32","130,23","138,79","197,02","118,45","232,77","135,88","193,61","79,96","194,53","131,91","195,18","60,78","79,06","106,05","123,73","114,35","105,55","78,99",168,"109,85","109,83","171,37","145,63","168,62","81,88","143,29","226,19","172,2","112,22","85,93","104,64","148,77","143,49","150,54","124,42","93,36","77,87","69,37","157,01","135,23","40,77","144,82","254,49","84,86","78,91","156,2","118,42","95,94","210,17","155,79","79,45","68,2","203,63","110,6","145,88","186,02","59,7","95,13","92,37","106,72","119,83","114,7","114,6","109,32","128,11","109,74","87,6","167,6","121,6","81,44","186,49","62,98","86,98","239,32","111,68","72,11","69,48","76,24","119,8","97,76","62,3","144,11","193,06","60,92","148,37","115,75","97,63","116,56","45,12","128,25","79,13","92,42","178,72","92,15","147,86","49,22","87,33","95,9"
Inovação,Inputs,Infraestrutura Tecnológica,MCTIC e sites de internet,Binária ,2022,0,0,0,0,0,0,"0,00",0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Inovação,Inputs,Proporção de Funcionários em C&T,RAIS (ME),% de funcionários,2020,0,0,0,0,0,0,"0,00",0,0,0,"7,32%","6,99%","4,75%","4,79%","5,52%","7,33%","13,12%","7,53%","5,18%","4,55%","3,73%","6,57%","8,93%","10,72%","5,35%","5,37%","4,11%","5,39%","4,42%","4,39%","4,25%","14,34%","4,52%","3,42%","14,11%","7,66%","6,40%","5,96%","6,98%","7,94%","12,83%","8,97%","4,45%","6,16%","4,66%","15,41%","7,60%","6,62%","6,79%","27,14%","4,47%","10,43%","18,38%","2,62%","5,59%","5,85%","2,55%","3,82%","4,48%","11,76%","2,41%","7,64%","8,48%","16,73%","2,44%","7,26%","6,59%","16,08%","10,77%","2,96%","4,78%","5,77%","15,23%","5,45%","7,78%","4,19%","5,14%","9,67%","11,34%","3,00%","6,64%","3,44%","7,41%","10,90%","3,07%","9,24%","4,91%","9,64%","5,38%","3,49%","3,88%","5,36%","3,89%","3,73%","6,75%","14,56%","3,95%","13,00%","3,64%","15,08%","18,31%","3,06%","5,63%","5,33%","9,37%","6,94%","4,32%","11,63%","7,99%","15,97%","4,98%"
Inovação,Inputs,Índice de Inputs,,,,0,0,0,0,0,0,"0,00",0,0,0,"7,9865","7,4564","6,6631","6,2004","6,5214","7,3262","6,2839","7,567","7,1767","5,8911","6,6906","7,401","6,3509","8,0541","5,8621","4,7814","5,2957","5,3845","5,3099","5,8957","5,2247","6,4281","5,6081","4,8495","8,0167","6,6683","6,7159","4,8534","6,7929","6,7615","7,5694","5,3459","4,826","5,2856","6,0988","7,826","5,5213","6,5375","6,2187","6,7955","4,8521","5,8751","6,5454","4,4775","6,1219","8,5236","4,5826","5,3374","5,4286","5,633","4,6557","6,9633","5,7916","5,7624","4,7657","6,7106","5,1686","6,4866","6,0771","4,6609","5,0084","7,4519","7,3808","5,1004","5,4537","4,9523","4,9936","7,0342","5,5305","4,6425","7,1157","5,0807","4,9757","7,1373","4,6913","5,6967","6,02","6,3891","6,162","4,8235","4,6312","6,2474","4,7973","4,5119","6,414","7,4896","7,5623","6,1122","5,3927","6,1164","6,1833","4,6523","5,1809","5,7635","5,2279","5,6805","5,6053","5,8475","4,9244","5,758","7,799"
Cultura,Instituições,Pesquisas por Sebrae,Google Trends,Pontos ponderados por período e local,2022,0,0,0,0,0,0,"0,00",0,0,0,"38,76","22,62",76,"55,68","43,89","33,5",62,"36,98","28,08","40,87",72,"38,4",0,"30,78","59,4","19,5",54,"22,23","48,8",69,"55,04","31,92","52,8","22,23","32,49","34,2","31,35","23,92","20,5","33,06","33,06","26,5",58,"45,82","52,92","37,13","34,77","30,53",27,"58,08",72,"34,16",48,100,"23,4",47,"20,67",0,"35,84","35,91","22,62",0,"41,04",20,93,"33,11","33,63","36,48","37,05",77,33,"45,65","34,2",0,"34,16","23,92",0,"39,33","33,06","29,64",0,"21,84","33,63","39,01","29,64","23,65","40,47","29,76","31,68","41,76","21,5","23,5","25,48","27,93","26,23","32,68",0,"33,06",73,0,"41,18","61,92","25,74","48,99","39,33","35,34","44,1",0,"50,4","33,12","35,04"
Cultura,Instituições,Pesquisas por Franquia,Google Trends,Pontos ponderados por período e local,2022,67,0,0,0,0,0,"0,00",0,53,0,"66,75","70,31",83,"39,68","37,24","50,4",49,"56,8","45,1","52,26","37,74","46,72",0,"69,42","35,84","41,87",49,"46,61","37,96","42,77","48,95","63,19","36,21","53,72","63,19","72,98","57,85","35,2","49,7","64,97","56,96","43,4",54,"35,84",48,"48,36","34,32","50,4","49,7","55,3",37,"50,4","40,15",64,"65,57","52,26","50,56",0,"62,64","56,07","47,4",0,"69,42","43,4",74,"57,6","72,09","80,99","80,1",75,"49,7","29,07","60,52",0,"38,22","37,95",0,"58,74",0,0,0,44,"24,99","41,34","48,95",48,"56,07","43,07","40,15","39,04","32,9","54,6","37,4","74,76",56,"43,2","65,86","72,09","57,75","56,96","49,92","51,06","56,09","39,95","58,74","60,52",35,"64,08","49,58","40,88","43,8"
Cultura,Instituições,Pesquisas por SIMPLES Nacional,Google Trends,Pontos ponderados por período e local,2022,0,0,0,0,0,0,"0,00",0,55,0,"53,46","30,68",77,"28,08",51,"33,6",60,"53,72","35,51","56,7","35,2","46,61",0,"46,98","49,28","22,42","53,68","25,96","42,09","44,2","30,78","44,55","48,1","22,42","44,55","49,41","53,46","22,11","31,2",0,"46,98","35,2","45,56","36,72",61,"40,28",36,"40,29",24,"47,52","36,8","53,07","42,66",55,"33,04","34,2","19,47",0,"66,12",0,"27,73",0,0,"24,8",66,"49,77",0,"45,36","46,17",59,"28,8","45,14","43,74",0,"37,8","27,47",0,0,0,0,0,"33,5","23,12","43,32","35,51","43,45","65,61","38,71","35,55","28,8",0,"29,6","24,12",0,"45,03","41,87",0,0,"59,22",0,"28,8",48,"37,17","45,5",0,0,62,0,"51,2","38,71","38,71"
Cultura,Instituições,Pesquisas por Senac,Google Trends,Pontos ponderados por período e local,2022,0,0,56,0,0,0,"0,00",0,0,0,"6,5","34,04","37,23","20,47","23,78","11,2","20,21","9,3","27,75","25,2",34,"30,34",0,"5,2","34,58","29,9",46,"36,8","25,56",41,47,"7,15","18,81","38,18","5,85","6,5","5,85","21,09","8,12","6,5","6,5","14,56","41,16","11,5","18,92","9,3","25,56","8,99","9,52","26,4","32,3","26,4","15,99",65,"26,68","15,5","31,28",0,"31,2","5,2","32,66",0,0,"9,52",100,"7,75","5,2","7,15","5,2",74,"12,04","14,25","7,15",0,"17,64","29,6",0,"7,15","5,2","3,9",0,"23,31","21,17","16,74","21,83","7,44","4,55","25,83","27,88","14,49","11,48","12,32","36,26",0,"8,06","9,3","3,25","7,8",51,"7,8","17,94","31,62","28,06","20,5","3,9","9,75","15,62","3,9",17,"32,8","18,45"
Cultura,Instituições,Índice Instituições,,,,0,0,0,0,0,0,"0,00",0,0,0,"6,4595","6,4223","8,3674","6,1356","6,3284","5,8532","6,919","6,3134","6,0253","6,6618","6,7616","6,4603","3,6302","6,2401","6,7531","5,6528","7,1897","5,9763","6,3155","7,083","6,8554","6,1489","6,3168","6,0714","6,1329","6,426","6,1638","5,4316","5,5199","5,4654","6,0851","5,703","7,1188","5,8629","6,7376","5,9497","5,914","5,8673","5,5416","6,8834","6,7409","6,4798","6,1608","8,6333","6,245","6,2103","5,8052","3,6302","7,03","5,3315","5,9438","3,6302","5,5513","5,3245","9,5594","6,1671","5,5749","6,5531","6,5218","8,678","5,7712","5,9314","6,1276","3,6302","5,8451","5,7349","3,6302","5,4753","4,2956","4,2117","3,6302","5,7795","5,435","6,0542","6,0027","5,7285","6,4587","6,032","6,0026","5,781","4,8022","5,7143","5,829","5,4222","5,9512","5,8088","4,8542","5,6165","7,8556","4,7873","6,0308","6,9849","6,212","6,3091","5,4111","5,49","6,3095","4,8357","6,5259","6,1882","5,989"
Inovação,Outputs,Patentes,INPI,Patentes/mil empresas,2018 + 2019,0.77,0,0.70,0,0,0,"0,00",1.35,1.15,0,"7,74","7,76","4,81","5,22","5,33","9,79","3,56","12,06","7,94","4,63","6,69","8,12","4,8","15,26","8,14","1,73","8,56","6,1","6,38","6,09","3,51","6,27","17,87","1,42","10,96","6,67","5,24","2,27","6,09","6,83","6,6","5,91","6,57","1,38","2,73","12,9","1,29","7,69","3,96",10,"1,8","4,85","18,11","5,92","6,44","10,94","1,11","6,27","4,47","4,11","2,97","3,38","3,04","7,1","1,87","8,68","2,36","6,6","6,89","2,36","1,73","30,06","4,8","11,16","4,17","3,11","2,53","5,86","6,52","3,22","10,72","0,46","2,79","8,49","3,87","4,63","4,32","6,6","12,44","1,36","1,56","6,64","3,14","0,38","8,46","6,77","0,43","4,07","5,45","5,8","7,01","1,46","1,86","3,04","3,66","6,42","1,28","2,17","3,69","2,57","10,05"
Inovação,Outputs,Tamanho da Indústria Inovadora,RAIS (ME),% empresas,2020,0,0,0,0,0,0,"0,00",0,0,0,"1,10%","0,42%","0,25%","0,17%","0,46%","0,60%","1,14%","0,91%","0,53%","0,79%","0,23%","0,75%","3,03%","0,96%","0,23%","0,59%","0,34%","1,87%","0,43%","0,20%","0,37%","2,33%","0,20%","0,74%","1,10%","1,76%","1,37%","1,27%","0,85%","1,25%","2,00%","2,64%","0,24%","0,88%","0,40%","1,91%","2,46%","1,35%","0,50%","0,31%","0,93%","1,11%","5,54%","0,14%","0,20%","0,23%","0,67%","0,35%","0,55%","4,44%","1,02%","1,63%","1,39%","2,72%","0,14%","1,46%","0,09%","7,70%","1,56%","0,62%","0,36%","0,96%","3,27%","1,94%","1,36%","0,51%","1,01%","1,27%","4,64%","0,23%","0,14%","0,58%","1,68%","1,97%","0,26%","0,95%","1,27%","2,25%","0,68%","0,51%","1,04%","1,10%","1,03%","0,17%","1,59%","3,08%","0,17%","1,37%","0,25%","4,03%","2,51%","0,53%","0,35%","0,83%","1,97%","3,58%","1,33%","2,96%","0,34%","2,71%","0,70%"
Inovação,Outputs,Tamanho da Economia Criativa,RAIS (ME),% empresas,2020,0,0,0,0,0,0,"0,00",0,0,0,"2,08%","2,22%","1,52%","1,69%","1,54%","1,66%","1,49%","1,71%","1,57%","1,54%","1,42%","1,73%","0,96%","1,69%","1,47%","1,04%","1,46%","1,03%","1,76%","1,53%","1,23%","1,26%","1,44%","1,29%","1,64%","1,29%","1,81%","0,73%","1,58%","1,16%","1,44%","0,74%","2,00%","1,23%","1,69%","1,39%","0,99%","1,51%","1,49%","1,20%","0,66%","0,85%","1,24%","1,39%","1,56%","1,82%","1,00%","1,39%","1,17%","1,00%","1,06%","2,42%","1,50%","1,19%","1,45%","1,52%","1,26%","0,72%","1,38%","1,18%","1,20%","1,56%","1,08%","1,01%","1,02%","1,44%","0,76%","1,39%","0,47%","0,87%","2,01%","1,32%","0,88%","1,95%","1,02%","1,28%","1,60%","1,12%","1,35%","1,16%","0,57%","1,27%","0,58%","0,42%","1,65%","0,90%","0,66%","1,33%","1,59%","5,41%","0,96%","0,76%","1,44%","1,23%","1,10%","0,95%","0,95%","0,81%","0,77%","1,06%","1,69%"
